date,arrival,seasonality,hong kong casino,shows in macau,singapore to macau,macau airlines,macau on map,tiger airways,cathay pacific,show in macau,macau venetian,galaxy macau hotel,macau grand hotel,macau tauranga,casino in macau,mgm macau,macau ferry terminal,macau restaurant jamaica,macao,map of hong kong,macau food festival,cheap flights,hong kong to macau travel time,venetian hotel macau,macau nightlife,royal hotel,macau ferry schedule,cebu pacific,jetstar,thailand,flights to hong kong,macau food,macau hotel venetian,hotel in macau,flights to macau,hong kong macau ferry,weather in macau,macau restaurant menu,macau weather,wing on travel,china map,macaulay culkin,taboo show macau,dancing water show macau schedule,best food in macau,hotel macau,agoda,macau hotel,hongkong,asia travel,city of dreams macau,hong kong airport to macau,hong kong airport to macau ferry,dancing water macau,macau magic show,china,weather hong kong,macau portuguese restaurant,best food in hong kong,macau china weather,macau gaming lounge & bar,galaxy macau,hong kong ferry to macau,ferry terminal,hong kong light show,travel to macau,macau chinese restaurant,hk to macau ferry,casinos macau,macau tourism,macau shows,indian restaurant in macau,hong kong macau,bangkok,super show 4 macau,hong kong airport,restaurant in macau,macau food festival 2015,macau restaurants,best restaurant in macau,macau water show,china travel,macau travel guide,galaxy casino macau,openrice,hong kong shopping,hongkong weather,good food in macau,hong kong hotel,macau restaurant hong kong,hongkong macau,weather in macau in december,weather forecast,accommodation in macau,cheap flights to macau,venetian macau shopping,agoda macau,hong kong,macau currency,macau shopping festival,iifa awards 2013 full show,hong kong weather forecast,venetian,heart bar macau,galaxy,weather forecast in macau,halal food in hong kong,food in macau,banyan tree macau,macau cheap flights,venetian hotel,macau food blog,macau tourism board,hong kong travel,flights to macau from singapore,mgm,city of dreams,macau tour package,macau travel blog,macau gaming show,the house of dancing water,weather hk,hong kong disneyland,hong kong macau map,macau time,hong kong ferry,air asia,macau weather today,weather singapore,best hotel macau,sands casino,halal food in macau,macau show bar,lisboa casino,hotel lisboa macau,singapore,from hong kong to macau,venetian casino macau,shopping in hong kong,venetian macau casino,shopping in macau,macau food festival 2014,singapore airlines,hong kong tourism,venetian macau,macau shopping mall,macau shopping guide,ferry macau to hong kong airport,hk to macau,macau food guide,hong kong weather,casino lisboa macau,world map,hong kong to macau ferry,macau hotels,macau food festival 2017,air macau,macau things to do,google flights,hotel lisboa,macau china,google map,what to do in macau,wing on travel macau,macau food festival 2012,weather in hong kong,galaxy casino,hongkong tourism,hong kong to macau,wynn casino,macao restaurant,macau city,macau light show,map of macau,macau weather december,house of dancing water,macau airport,hongkong macau ferry,macau restaurant tauranga,ferry to macau,macau hk ferry,travel agency,wynn macau,macau food festival 2016,macau casino,macau island,restaurants in macau,macau ferry,ferry macau hong kong,macau ferry terminal hong kong,hongkong map,macau ferry from hong kong,macau ferry terminal map,ozone bar hong kong,galaxy hotel,iifa awards 2013 macau full show,macau galaxy,macau map,hotel in hong kong,weather forecast hong kong,macau world map,venetian casino,airasia,macau package,hong kong map,grand macau casino,hong kong ferry terminal,macau tower,bali,macau hong kong,macao casino,food festival macau,skyscanner,AGODA,macaulay culkin,Skyscanner,Country
2014-05,2525026,-100574.2117,57,71,74,66,42,56,54,61,54,37,31,47,67,59,67,16,59,40,6,60,49,53,54,77,42,70,76,54,79,61,53,67,89,80,60,51,51,63,58,23,36,0,40,55,91,55,73,66,70,92,85,42,0,86,60,52,60,47,0,35,77,52,49,100,54,97,44,52,96,36,89,62,0,83,81,0,78,34,31,60,22,26,81,82,38,47,69,71,75,7,71,30,62,64,65,83,67,0,11,70,74,0,75,16,57,66,31,69,43,46,20,65,89,62,46,66,66,45,43,52,79,68,33,40,19,19,47,58,51,27,0,13,61,84,91,62,87,62,54,0,67,65,54,48,29,85,78,21,60,45,55,77,60,0,77,81,20,100,64,94,94,10,0,75,67,31,91,52,49,34,29,58,4,51,79,58,24,89,75,73,56,0,68,56,76,80,80,56,54,73,26,53,76,5,35,56,77,70,43,53,43,69,60,69,62,67,53,89,50,6,45,97224,2744,16638,MO
2014-06,2432041,-233945.4617,70,58,69,55,34,56,51,59,52,45,49,43,65,62,81,18,59,39,6,63,47,53,67,81,49,63,75,48,74,51,53,65,61,81,54,38,36,63,48,10,51,0,22,57,91,57,74,62,49,47,60,46,0,77,42,58,56,52,0,33,78,61,31,64,20,61,57,39,52,49,84,56,0,78,55,0,83,38,51,52,61,18,81,78,33,0,68,59,83,31,70,76,58,36,83,81,73,0,10,41,73,0,72,21,49,69,35,55,47,26,18,58,21,59,43,55,92,17,47,34,77,64,27,38,22,8,45,50,50,0,0,15,43,86,91,62,77,62,69,14,67,55,52,74,32,60,74,48,42,32,70,78,57,0,80,74,22,77,63,96,74,19,0,62,66,35,87,47,67,37,33,55,19,45,72,72,35,83,64,78,59,0,68,63,67,89,81,67,50,86,54,57,79,0,33,60,78,41,42,47,49,61,57,67,83,83,54,84,84,6,48,99346,3086,19660,MO
2014-07,2753394,148475.6712,81,88,97,84,50,54,52,58,50,41,38,52,56,71,60,35,58,40,0,64,69,45,64,87,58,66,75,47,84,62,45,54,100,79,53,68,51,64,45,10,28,0,59,56,93,56,78,62,72,71,74,49,97,79,49,74,63,28,0,42,75,69,38,84,33,48,61,68,77,0,87,61,0,81,41,0,84,19,39,53,24,22,92,78,37,26,69,70,70,15,76,66,79,85,68,83,86,0,3,54,77,0,81,31,28,56,46,51,48,38,40,60,49,58,41,83,63,58,35,46,72,54,36,37,18,13,44,45,57,0,21,15,47,89,82,76,78,76,62,13,73,52,50,46,0,74,72,23,49,67,65,75,58,0,84,74,24,89,73,100,91,34,0,64,79,47,84,54,45,38,16,58,7,42,87,63,26,87,79,77,68,0,66,69,43,80,79,60,57,84,45,61,92,0,42,60,72,54,38,67,40,72,63,56,61,78,57,87,78,0,53,123555,3028,22108,MO
2014-08,3086271,345281.4391,68,51,96,71,45,53,54,78,51,45,38,28,74,69,58,0,64,38,6,57,61,48,81,84,38,64,76,49,79,65,48,62,76,81,53,49,35,70,53,11,67,40,29,55,95,55,81,63,59,71,66,37,84,81,43,56,60,37,0,36,84,65,47,59,26,55,40,76,48,16,85,64,0,78,68,0,69,31,58,52,53,30,100,69,28,51,70,73,72,45,68,16,64,21,82,82,74,0,2,49,72,0,91,21,45,61,27,64,43,50,22,59,62,57,41,82,27,25,38,35,100,59,33,38,20,21,43,56,59,44,0,15,61,87,81,53,76,53,40,27,69,63,51,26,32,66,64,0,43,46,56,84,56,0,79,71,23,87,60,96,63,15,0,65,94,38,87,44,46,40,16,55,28,43,82,38,0,74,43,73,55,0,65,100,54,83,81,55,60,72,56,72,99,0,36,63,73,49,31,47,46,53,60,61,69,82,64,85,87,6,51,121089,3233,20166,MO
2014-09,2405497,-195281.2157,83,98,81,71,43,59,51,58,50,33,34,71,64,64,63,16,58,49,9,53,29,48,71,75,40,67,72,50,82,70,48,75,56,80,50,41,59,59,59,9,59,0,49,61,93,61,83,65,51,81,78,42,23,85,56,38,76,22,0,33,75,50,52,67,37,51,61,59,78,30,90,62,0,86,45,0,57,29,38,53,28,15,81,81,37,49,71,59,72,36,56,39,43,27,75,94,68,21,2,58,67,0,85,36,33,74,34,41,40,96,13,60,46,56,38,74,69,16,40,59,82,78,27,41,17,20,41,53,50,42,20,19,61,87,89,62,71,62,54,0,69,53,50,38,0,78,78,44,56,50,61,75,66,0,82,66,23,83,69,90,90,14,0,80,87,53,93,61,36,41,30,54,27,53,82,46,49,73,51,71,51,0,79,73,65,71,80,66,54,71,54,73,76,0,33,66,77,58,63,35,42,57,65,40,69,65,56,90,77,9,51,112824,2849,19604,MO
2014-10,2654180,23777.85574,86,56,67,70,15,56,48,83,47,34,36,51,72,65,69,0,57,55,23,50,28,36,63,70,28,69,75,50,71,59,36,55,73,84,62,17,40,70,55,10,46,0,40,53,93,53,86,60,61,91,82,43,0,84,47,57,54,30,0,29,85,45,61,61,30,63,53,48,37,22,85,63,0,80,63,0,47,17,41,52,22,17,78,69,28,23,67,74,59,42,57,30,41,64,70,100,79,30,2,44,65,0,77,28,50,71,26,56,36,46,8,66,76,52,36,71,16,53,38,27,77,70,33,42,17,12,40,52,46,0,19,21,57,85,76,51,69,51,57,18,66,55,47,42,0,82,72,21,47,39,55,85,52,0,90,64,23,73,68,88,58,10,20,71,65,28,84,46,40,34,36,55,36,49,84,47,23,80,76,65,60,0,67,64,50,79,84,57,56,74,44,59,66,0,29,59,68,44,46,39,41,53,67,39,78,64,57,85,73,23,48,101320,2063,19918,MO
2014-11,2802373,26415.37955,74,67,85,62,77,52,49,82,53,42,37,35,71,61,85,33,66,39,83,48,85,55,79,66,41,72,68,51,66,96,55,62,72,86,86,58,64,76,52,100,63,0,48,56,95,56,83,60,62,84,93,26,22,83,55,37,77,30,41,36,81,44,69,63,18,69,89,51,64,37,87,66,0,78,62,14,81,40,26,49,61,22,86,72,44,24,65,58,64,60,57,46,53,39,94,83,83,41,2,43,64,0,80,13,61,98,26,54,32,59,45,57,32,51,37,67,93,39,43,39,87,79,90,40,20,25,53,48,45,28,0,44,53,83,78,67,76,67,58,100,61,59,53,37,30,93,84,22,55,36,52,81,59,0,84,65,22,62,85,80,84,14,0,81,77,39,85,49,50,38,52,52,54,44,96,71,48,91,95,63,54,0,76,63,80,86,86,71,44,90,23,89,68,0,36,62,68,43,38,41,49,49,59,39,87,72,53,87,60,83,46,93557,2507,20224,MO
2014-12,2540070,111803.7903,71,28,67,50,42,51,49,50,45,34,36,39,53,61,79,48,55,35,6,47,28,38,59,61,38,66,69,54,65,73,38,55,62,76,100,46,80,60,48,50,15,0,61,47,100,47,82,64,58,62,71,31,0,79,70,47,59,55,0,31,81,46,62,57,91,65,35,51,59,37,81,68,0,79,75,0,77,51,43,45,55,25,97,75,57,47,59,60,57,84,62,91,49,39,63,79,70,50,3,50,61,0,84,32,99,73,21,56,35,93,8,49,64,55,50,49,67,23,45,57,83,73,30,36,100,29,62,47,49,68,0,49,56,83,70,37,77,37,77,0,59,52,45,30,29,71,63,21,70,52,50,81,46,0,81,82,23,58,60,76,78,14,0,92,79,34,78,44,47,35,29,32,93,50,80,56,32,76,68,61,48,0,62,55,53,76,76,67,53,71,30,89,65,11,31,61,62,50,41,41,100,44,54,43,79,72,53,81,46,6,43,102748,2943,20144,MO
2015-01,2465612,-17030.10855,79,44,53,53,35,47,55,67,38,34,29,24,71,47,65,29,65,40,11,60,39,29,39,74,30,75,69,52,88,51,29,47,65,62,55,47,43,68,51,16,19,34,50,43,86,43,74,68,62,66,53,38,0,80,56,48,63,47,0,34,70,43,50,64,39,50,53,47,76,14,78,70,0,76,38,13,56,31,34,52,20,34,85,64,45,0,61,49,56,6,73,28,45,24,56,77,71,19,3,35,70,0,71,23,62,54,18,67,41,32,34,55,24,69,81,69,62,14,19,45,78,66,26,35,87,16,45,35,48,25,18,18,43,80,76,44,62,44,60,11,70,43,38,28,27,53,58,0,56,39,57,70,47,0,85,55,30,66,65,76,47,38,0,76,72,22,81,57,44,49,13,44,12,36,63,43,29,63,56,77,49,0,81,67,54,65,62,50,45,67,41,63,69,5,34,54,68,35,51,50,90,44,51,36,68,62,58,78,84,11,60,110072,2815,20368,MO
2015-02,2676024,-2927.929977,63,38,56,42,35,34,49,51,33,30,19,48,80,53,37,48,51,34,9,59,43,31,31,72,30,68,65,49,75,46,31,51,67,58,43,58,38,62,51,10,31,0,14,42,83,42,73,56,52,44,32,37,0,79,46,32,65,39,21,35,51,41,34,61,67,52,64,33,55,37,71,68,0,67,76,0,73,52,35,53,45,22,84,53,31,48,56,54,55,7,73,15,84,46,47,71,58,0,1,35,70,0,70,22,32,32,26,71,39,24,25,50,19,71,100,69,34,15,26,41,63,56,25,29,24,17,32,43,49,0,0,27,40,75,61,38,58,38,25,0,59,45,33,25,30,32,64,0,46,46,58,51,50,0,69,52,32,71,57,77,69,14,0,61,70,25,64,49,50,35,44,47,0,37,62,28,40,52,60,74,51,0,66,57,53,59,58,40,44,59,49,62,71,0,35,47,58,35,35,44,42,52,46,26,37,62,61,71,62,9,55,91622,2835,17813,MO
2015-03,2270585,-106515.2256,67,56,99,58,28,27,55,33,42,34,24,43,67,58,65,0,72,40,10,59,71,35,60,72,41,79,68,49,79,64,35,56,75,81,58,47,49,89,51,9,43,0,86,51,97,51,71,63,50,69,62,41,20,81,56,48,70,47,19,36,73,49,68,70,28,58,46,42,71,13,83,67,0,78,49,13,59,94,30,58,35,23,81,65,41,22,64,59,60,6,65,48,29,18,56,81,78,18,1,36,69,0,76,9,58,69,29,55,48,53,11,55,35,63,69,100,69,14,33,43,79,54,32,37,20,16,41,56,47,100,0,20,35,83,83,60,69,60,50,0,62,52,42,28,0,62,75,0,56,57,56,73,44,0,100,62,40,79,64,82,76,16,0,75,79,23,85,55,71,43,20,57,6,48,75,48,14,78,62,77,58,0,69,52,51,72,81,56,50,75,31,72,74,5,36,57,71,36,61,51,48,67,54,51,59,63,65,83,100,10,57,128500,2418,24476,MO
2015-04,2547435,520.017444,78,45,74,44,62,19,52,53,48,50,28,45,68,55,71,31,58,42,8,55,40,50,54,72,43,78,66,47,75,61,50,57,56,88,67,59,49,79,57,10,24,35,45,52,99,52,72,64,57,70,78,39,21,84,55,44,68,52,0,37,85,55,44,79,34,87,66,49,69,35,91,64,0,74,43,0,93,32,46,52,26,25,81,75,40,23,67,64,66,27,67,29,69,43,66,80,83,0,1,43,66,0,71,21,45,59,30,63,46,55,15,55,36,69,75,90,71,15,42,42,83,65,29,39,17,16,48,65,48,0,18,21,54,83,98,74,74,74,57,0,59,48,48,52,28,78,93,100,55,31,56,85,55,0,80,74,36,77,67,87,75,13,0,73,63,26,95,60,45,40,14,61,16,52,79,72,0,89,82,75,55,0,70,62,52,84,88,63,49,90,60,87,69,0,37,59,72,43,60,41,40,65,52,33,75,72,70,91,81,8,55,108844,2264,22025,MO
2015-05,2548562,-100574.2117,68,30,78,45,63,26,49,54,54,48,33,20,58,51,61,15,57,38,0,57,84,51,49,74,54,71,72,47,75,53,51,65,64,81,75,52,45,90,61,9,9,0,19,54,95,54,70,64,56,72,72,38,0,84,59,24,66,27,0,50,84,58,47,95,33,63,51,47,54,40,85,64,0,79,62,0,74,31,45,53,46,22,84,69,39,22,63,79,68,6,68,28,48,42,74,78,79,0,1,54,70,0,67,20,59,62,37,64,49,53,22,54,47,71,72,80,92,21,47,55,80,78,34,39,15,22,47,47,49,25,0,16,37,82,81,45,70,45,41,0,63,46,54,56,0,72,72,79,59,24,52,84,52,0,80,63,37,80,59,83,75,41,0,71,74,30,84,47,57,39,20,45,14,44,77,79,44,83,79,73,57,0,66,69,70,77,81,62,51,71,51,87,73,0,50,58,67,54,69,44,44,57,53,32,59,82,61,85,66,0,57,101959,2849,23310,MO
2015-06,2248281,-233945.4617,57,35,79,53,25,38,49,73,43,68,29,48,54,56,66,30,54,36,11,61,53,55,52,80,29,67,66,51,76,63,55,59,64,77,63,32,36,79,50,9,24,0,51,58,89,58,69,61,57,60,66,32,0,84,40,39,71,56,0,56,68,65,55,71,62,69,47,37,48,55,84,63,0,75,54,0,59,27,53,51,57,23,91,71,30,0,57,77,63,16,74,50,58,24,75,77,90,38,4,38,71,0,63,18,54,53,36,50,45,0,19,63,18,57,67,72,47,29,48,32,80,53,32,36,17,18,42,67,48,26,0,15,34,81,84,52,67,52,58,0,60,44,43,57,27,66,68,30,40,37,53,68,57,0,69,76,41,82,67,83,84,29,0,62,71,29,87,54,26,40,27,53,16,44,75,49,30,78,71,76,56,0,59,62,47,77,77,58,49,67,35,52,82,0,56,55,65,38,49,45,45,78,52,53,62,84,62,84,71,11,61,101816,3206,24907,MO
2015-07,2648894,148475.6712,74,48,90,46,42,22,48,77,40,49,26,71,54,52,72,29,56,34,18,64,45,43,50,84,37,66,73,50,83,58,43,60,65,70,52,31,54,94,47,10,28,69,31,53,95,53,72,59,52,65,72,40,0,86,61,53,75,20,0,51,73,73,58,88,61,77,58,33,60,40,83,70,0,81,64,0,93,47,52,52,56,23,95,72,43,33,60,72,62,22,75,42,48,24,69,78,84,28,4,65,74,0,65,32,47,67,38,58,47,43,15,56,47,55,60,70,69,28,37,60,78,68,35,37,15,18,45,45,54,75,0,19,43,83,82,51,72,51,39,0,65,42,40,34,0,72,81,39,61,42,50,73,51,0,75,73,42,89,64,83,85,50,0,63,71,25,85,58,55,43,0,50,10,43,76,84,29,78,76,73,55,0,69,53,77,78,70,71,51,72,48,76,84,0,51,56,62,65,40,47,39,62,52,32,82,75,67,83,63,18,66,136033,3458,29047,MO
2015-08,3033081,345281.4391,54,73,69,58,28,18,49,45,42,50,31,39,57,56,63,0,56,37,5,60,51,42,48,79,35,70,71,51,80,56,42,51,69,76,50,51,39,94,57,11,33,0,24,51,90,51,73,60,48,68,52,38,0,100,46,29,63,50,18,48,74,78,50,63,71,88,45,35,62,13,83,100,0,78,77,13,70,46,42,52,35,17,100,69,32,0,63,58,65,16,66,28,50,47,59,79,84,0,1,39,72,0,64,14,72,60,45,45,43,42,11,58,46,52,50,58,53,27,29,41,78,59,29,39,15,9,50,59,57,50,0,23,35,84,76,52,66,52,45,0,65,36,42,72,53,52,80,39,46,21,55,74,56,0,79,74,43,84,58,83,72,40,0,62,65,36,88,55,62,44,13,42,24,47,70,71,29,80,81,73,63,0,56,60,69,78,76,68,47,82,54,62,77,0,48,57,68,39,55,49,39,64,56,39,77,68,67,83,48,5,64,129556,2594,28840,MO
2015-09,2415499,-195281.2157,75,46,65,54,41,22,49,45,44,48,30,11,56,65,79,28,58,37,5,57,38,40,55,69,34,69,71,47,81,52,40,58,67,76,56,15,38,83,57,9,28,0,24,49,84,49,76,60,46,73,75,34,20,87,46,56,63,42,18,42,89,58,52,83,16,73,61,41,48,52,84,71,0,76,65,13,74,35,29,51,44,27,94,63,32,0,65,51,61,47,56,34,34,17,59,79,85,18,2,42,65,24,62,23,71,49,31,62,36,0,11,58,57,49,50,70,74,20,31,33,77,64,29,39,16,17,48,49,50,0,17,25,49,93,88,48,69,48,33,0,61,43,44,43,26,75,89,19,46,43,66,89,54,0,77,69,46,80,64,80,78,34,0,68,60,29,88,49,54,46,33,56,34,35,80,56,28,83,67,67,85,0,69,77,61,81,76,70,45,88,53,99,68,5,42,55,72,42,57,42,41,56,51,23,72,69,62,84,30,5,62,94653,1926,21921,MO
2015-10,2637106,23777.85574,89,72,74,59,48,29,50,56,41,38,25,51,65,51,66,14,53,38,17,53,71,35,42,66,33,64,65,50,86,81,35,59,70,98,65,72,58,88,57,10,22,32,23,50,87,50,76,60,54,88,100,38,0,87,66,53,73,68,17,39,86,49,63,61,61,76,53,35,61,25,91,66,0,85,78,0,71,43,54,49,42,21,84,69,42,40,68,54,62,29,53,32,41,38,55,80,81,25,2,61,63,0,58,16,64,59,26,42,36,29,20,58,54,49,44,57,63,45,34,52,82,79,37,50,15,27,41,56,43,23,0,27,30,84,91,29,71,29,52,0,58,48,41,41,0,100,78,45,66,30,56,86,47,0,71,68,43,72,62,74,88,38,0,82,64,27,97,55,58,97,12,49,38,42,93,78,20,89,75,66,68,16,75,55,55,92,98,64,56,72,35,86,61,0,39,56,75,61,42,42,39,60,58,55,74,67,59,91,41,17,59,75630,3016,18580,MO
2015-11,2589451,26415.37955,67,41,84,55,57,34,49,63,36,41,31,41,63,50,77,28,59,34,62,51,43,38,54,60,43,70,71,54,81,100,38,56,75,81,80,40,62,100,55,18,9,0,53,52,89,52,78,61,52,78,63,43,88,85,68,46,93,67,18,36,80,47,73,76,26,85,31,38,49,19,89,70,0,79,81,100,69,25,42,49,53,19,88,79,49,41,64,100,71,98,57,26,52,34,56,80,98,18,1,60,61,0,64,33,67,67,20,46,35,41,11,57,50,47,43,62,80,100,36,50,87,62,37,42,18,21,48,61,44,36,0,34,49,80,86,52,74,52,57,0,57,45,36,21,26,63,76,66,68,46,60,80,45,0,82,64,44,67,62,71,85,36,0,90,62,23,89,46,60,100,38,59,83,52,78,64,41,87,69,65,69,0,72,65,55,84,81,70,53,88,29,64,65,5,36,67,69,60,58,41,48,60,57,23,73,64,62,89,44,62,56,73619,2575,18502,MO
2015-12,2634098,111803.7903,74,100,64,61,30,28,46,54,39,41,29,64,67,48,79,42,55,32,0,50,56,34,34,59,45,65,64,57,71,76,34,54,75,85,87,50,81,89,50,57,9,0,42,49,100,49,76,57,48,69,71,46,89,84,81,55,71,30,18,34,89,51,91,78,64,62,43,40,79,64,90,70,0,80,75,13,94,45,55,44,29,13,93,73,61,42,60,81,66,89,62,40,49,63,54,77,87,36,1,78,61,48,67,22,79,73,23,47,36,20,25,52,40,56,45,60,66,13,41,70,92,63,35,44,16,39,54,47,50,60,0,42,36,79,84,49,79,49,57,0,54,32,39,43,26,71,77,38,81,23,52,89,43,0,83,76,43,61,57,67,93,33,0,86,73,27,88,52,63,71,52,53,87,49,77,76,14,90,71,64,50,0,61,74,72,88,85,58,46,85,49,77,64,5,34,55,63,78,36,43,42,64,52,53,79,67,60,90,32,0,52,87437,3215,24235,MO
2016-01,2445876,-17030.10855,57,59,73,45,41,20,42,60,35,36,30,23,63,38,77,14,54,36,5,63,44,31,31,68,33,79,59,56,87,62,31,42,61,74,86,51,84,80,55,11,37,33,84,46,76,46,87,64,39,66,64,34,100,84,100,70,66,53,18,28,71,45,45,65,59,63,53,27,61,20,79,75,0,75,71,0,84,56,40,50,25,16,72,65,77,21,58,57,65,6,75,41,46,12,45,77,73,0,1,90,64,49,52,40,54,56,19,50,38,31,14,56,29,68,38,53,67,27,41,97,76,44,33,36,16,65,48,46,46,0,0,21,38,74,77,52,64,52,44,0,55,35,35,16,26,64,77,19,100,23,54,71,43,0,84,78,45,68,61,61,69,34,0,99,53,19,79,60,62,57,20,38,8,44,65,71,21,79,68,79,61,17,65,58,75,74,74,49,45,74,37,65,61,0,28,49,59,90,36,44,34,47,52,23,64,59,67,79,54,5,62,103886,2487,20612,MO
2016-02,2644289,-2927.929977,76,79,72,47,57,16,42,55,31,34,20,56,46,42,60,60,52,34,16,65,26,20,35,65,29,68,55,51,81,57,20,44,69,67,70,53,60,72,56,7,19,35,38,42,74,42,77,60,47,59,50,27,42,83,73,58,77,48,19,31,68,48,56,51,39,72,36,33,79,20,78,71,0,65,39,13,70,26,36,50,36,14,66,50,55,0,57,53,51,6,58,42,45,42,36,73,61,0,1,62,67,26,56,15,45,60,20,65,37,22,26,53,48,54,37,61,54,14,32,82,70,52,31,34,15,43,42,50,49,51,0,22,30,74,71,31,48,31,33,0,50,40,31,45,0,50,80,40,73,39,51,68,41,0,71,76,47,76,57,64,60,26,0,79,49,27,75,58,70,64,14,42,4,38,69,39,29,58,47,81,56,0,65,58,34,65,67,61,43,60,35,74,61,0,31,46,56,62,30,45,30,47,48,40,53,70,65,78,36,16,58,85718,2462,18718,MO
2016-03,2366941,-106515.2256,59,62,82,49,53,18,43,46,38,42,25,49,55,40,73,56,53,36,5,60,43,30,41,66,54,93,56,51,83,58,30,52,76,76,74,54,75,85,54,8,9,32,47,51,82,51,79,60,50,65,69,38,49,82,82,50,69,59,36,33,80,54,55,77,47,71,50,41,61,25,85,70,11,74,57,0,60,35,28,50,29,15,65,64,64,21,63,56,64,9,58,39,45,34,47,79,84,35,1,67,70,48,56,11,55,53,26,58,39,51,25,58,50,57,37,80,29,33,26,86,86,62,36,42,18,44,42,48,43,24,0,18,35,78,87,50,58,50,37,0,53,41,38,21,0,69,88,47,82,37,51,80,46,0,98,63,47,77,61,66,76,30,0,91,57,34,95,57,58,60,77,45,9,30,88,69,14,85,82,78,58,0,63,59,39,82,76,68,44,70,23,70,58,0,33,53,64,67,48,43,40,75,54,30,74,62,64,85,36,5,59,98829,2787,21141,MO
2016-04,2471253,520.017444,57,34,47,55,31,18,42,48,38,49,31,39,64,48,70,43,52,36,10,56,38,33,25,66,37,63,51,48,80,66,33,54,67,75,69,77,56,88,56,11,28,0,49,48,79,48,84,57,40,70,73,37,71,89,66,33,75,42,37,36,73,58,57,70,44,76,45,36,55,33,80,66,0,76,52,0,63,46,36,54,25,17,64,68,51,0,63,55,66,6,59,20,44,23,46,80,79,0,1,51,67,0,49,37,57,68,27,60,36,42,22,54,17,54,36,70,90,21,35,68,84,63,34,40,14,37,50,55,48,37,17,18,52,77,72,41,67,41,56,0,50,43,38,49,0,73,79,58,66,35,49,73,43,0,89,60,47,77,63,67,58,22,0,81,61,21,82,52,43,58,13,42,6,37,79,58,14,83,68,77,63,17,60,51,52,79,75,70,47,61,71,70,61,0,36,47,62,51,58,44,32,60,54,35,76,67,66,80,48,10,61,82626,2716,19776,MO
2016-05,2477591,-100574.2117,56,63,74,53,34,18,39,66,42,52,30,61,72,48,84,28,50,31,10,59,44,37,44,69,42,66,61,48,81,71,37,52,72,78,58,91,54,91,52,9,18,33,0,50,79,50,87,56,42,66,74,36,20,83,53,78,66,46,100,36,82,66,57,81,64,80,41,40,67,32,87,66,0,72,54,13,98,45,47,53,54,12,68,61,41,21,60,69,67,12,70,27,28,52,50,75,72,0,1,42,65,24,47,14,39,44,28,32,36,0,14,54,28,55,38,59,37,40,29,52,85,63,34,41,15,37,49,48,44,0,0,16,37,78,81,56,66,56,48,0,50,39,42,70,0,74,77,19,53,43,48,82,37,0,81,73,50,78,59,68,75,64,0,67,52,28,94,49,49,58,26,38,8,39,69,65,56,88,83,76,58,0,64,53,65,87,78,66,47,78,63,82,61,0,36,50,56,42,41,41,31,61,51,42,68,65,70,87,41,10,62,83707,2201,21282,MO
2016-06,2358346,-233945.4617,59,70,81,42,42,16,41,75,39,48,30,52,51,43,63,15,56,32,5,61,65,40,34,71,41,58,53,50,77,66,40,58,66,83,62,68,45,86,45,13,10,34,100,53,75,53,84,56,49,72,76,29,72,81,46,58,88,24,38,39,78,69,50,72,73,63,36,29,74,47,87,67,0,73,62,0,79,21,40,49,46,8,71,61,36,22,57,62,62,19,76,35,70,24,64,76,76,19,1,38,67,26,49,18,35,58,37,49,41,43,15,53,42,53,38,76,100,14,31,45,92,49,37,38,17,29,49,56,41,25,0,12,34,81,83,40,58,40,35,0,54,31,39,51,0,76,77,30,46,48,49,78,42,0,80,67,52,77,64,68,79,64,0,60,48,30,86,50,44,66,34,47,10,43,75,66,15,84,63,79,55,0,56,56,78,80,83,57,50,63,24,81,65,5,39,50,58,38,46,43,37,64,48,44,77,57,67,87,34,5,66,83039,1722,21870,MO
2016-07,2794855,148475.6712,48,71,74,37,29,14,41,44,35,54,23,97,59,52,69,30,53,28,5,63,46,34,34,76,36,54,52,50,82,63,34,44,66,75,42,59,39,82,48,17,10,35,57,48,76,48,87,53,44,71,55,34,73,83,44,34,78,48,19,42,74,86,60,62,51,82,48,29,68,21,73,71,0,73,54,0,96,37,32,50,31,18,72,61,36,22,57,53,54,30,66,21,42,43,55,74,67,19,1,40,72,26,51,6,39,55,31,47,40,22,8,53,48,49,37,61,70,29,34,48,79,41,32,37,14,16,51,35,46,26,0,14,29,82,59,31,58,31,56,0,49,32,35,57,0,55,71,0,44,12,46,74,41,0,88,74,51,85,57,69,73,100,0,57,56,19,86,55,63,59,27,30,12,36,73,37,30,79,64,76,60,0,63,45,69,77,75,58,41,65,28,76,70,0,42,47,57,40,49,39,30,68,49,41,77,75,71,73,43,5,65,93493,2035,23146,MO
